champion,kills,deaths,assists,gold,damage,win,duration
Taric,1,5,5,6432,24344,0,1693
Taric,1,10,29,11816,48874,1,2372
Zyra,3,14,18,14361,150009,1,2469
Karma,2,9,4,11311,200117,0,1996
Karma,5,4,2,13668,229047,1,1947
Pantheon,2,8,2,6161,75632,0,1158
Kaisa,15,7,30,20616,176977,1,1713
Caitlyn,7,12,29,14104,72774,0,1374
Taric,1,4,18,7858,16950,1,1608
Taric,2,3,15,7750,31576,1,1549
Nami,1,6,26,10334,31802,0,2253
Velkoz,4,9,5,12591,189736,0,2090
Karma,0,3,0,6453,84269,0,1300
Yorick,4,11,4,15508,273512,0,2321
Taric,0,7,15,8915,32125,0,2192
Taric,1,2,16,6271,21253,1,1263
Taric,1,7,14,7875,25697,1,1793
Taric,3,6,19,9099,24577,1,1771
Nami,1,11,8,6747,19873,0,1663
Nami,0,6,27,9970,38139,1,2035
Nami,0,7,11,6081,21593,0,1553
Nami,2,5,12,7936,25354,0,1805
Ziggs,10,8,12,14171,209748,0,1978
Velkoz,3,12,18,8417,39833,1,1797
Velkoz,1,4,4,5071,34228,0,1123
Nami,0,3,7,6728,21022,0,1842
Nami,0,0,0,612,587,1,142
Nami,0,7,23,8550,26478,1,1953
Nami,1,2,24,9129,27347,1,1907
Nami,1,10,9,7042,14823,0,1912
Nami,0,7,17,8490,23163,1,2042
Nami,0,7,11,8348,43446,0,2226
Nami,1,5,23,9823,48910,0,2160
Nami,1,7,26,10373,42224,1,2243
Nami,3,1,17,9001,21272,1,1428
Nami,1,0,19,7131,23748,1,1510
Nami,2,6,21,9264,30277,1,1898
Nami,1,0,16,7612,21202,1,1383
Velkoz,17,10,43,21713,180483,1,1910
Lux,15,4,44,15953,112462,1,1261
Lux,10,7,32,15618,106476,0,1465
Xerath,10,10,38,13119,60020,0,1172
Blitzcrank,11,10,16,12028,56171,0,1104
Sona,9,7,51,15190,57751,1,1336
Taric,1,9,11,7089,48396,0,1698
Taric,4,9,29,14169,65594,1,2291
Rakan,0,0,0,500,218,1,106
Taric,0,7,14,7672,18404,1,1894
Lulu,1,3,12,7886,26180,0,1992
Nami,2,10,6,7382,17380,0,1729
Nami,1,5,2,3973,9545,0,959
Blitzcrank,2,11,21,11574,41949,0,2675
Nidalee,14,9,26,18432,74173,0,1741
Yuumi,5,0,35,12151,15475,0,1232
Ashe,7,4,29,13197,53443,0,1232
Brand,2,15,16,9516,80536,0,2075
Yorick,18,8,11,23904,499310,0,2761
Thresh,0,4,9,3331,28861,0,919
Yorick,8,5,4,11351,111501,1,1326
Nami,2,7,19,9448,33560,0,2057
Ezreal,12,11,40,16376,105061,1,1351
Velkoz,3,14,26,14259,156491,0,3042
Poppy,7,11,6,11991,74202,0,2395
Thresh,4,7,45,11924,40364,1,1088
Brand,4,0,2,4976,17506,1,921
Yorick,5,12,6,14118,185705,0,1945
Pantheon,7,11,11,10496,46996,0,1714
Leona,3,9,13,9940,30476,0,1971
Neeko,1,6,11,7717,49317,0,1668
Lulu,5,7,32,11808,45088,1,1960
Nami,7,7,21,11051,54853,1,1716
Taric,1,4,5,4684,11820,1,1155
Ziggs,2,8,5,7178,53357,0,1469
Taric,2,3,11,5247,15171,1,959
Malphite,8,10,4,10899,41289,0,1856
Yuumi,3,10,21,10272,23366,0,2104
Blitzcrank,5,4,15,9792,41776,0,1619
Blitzcrank,0,11,23,10081,38241,0,2681
Lux,1,2,3,2806,4854,1,605
Lux,1,9,15,10385,87004,0,2199
Poppy,6,3,3,6753,17333,1,1115
Zilean,1,5,9,9165,66417,0,1952
Taric,4,12,21,9437,31116,0,1941
Taric,1,5,9,7041,22399,1,1550
Taric,6,3,24,11350,30068,1,2017
Nami,0,7,12,6092,11340,0,1519
Lulu,0,4,30,8880,16978,1,1902
Lulu,2,10,28,11495,41922,1,2399
Soraka,6,11,17,15712,95694,0,1664
Neeko,9,7,5,20774,232045,1,1825
Karma,5,7,11,14641,137608,1,1473
Yorick,1,4,0,7270,36814,0,693
Karma,4,13,25,17160,131828,1,2123
Lux,7,15,13,15051,90005,0,1602
Vex,11,5,10,13257,55755,1,1107
Pantheon,9,11,15,16121,79378,1,1690
Leona,1,5,19,12243,51221,1,1624
Pantheon,3,3,7,6967,9688,1,747
Nami,0,7,28,9577,18567,1,2010
Nami,1,2,31,10500,34099,1,2093
Nami,1,3,10,6583,9350,1,1485
Nami,1,0,8,5457,15735,1,1055
Nami,1,6,23,11253,27698,1,2376
Senna,4,13,17,9783,23487,0,1836
Jhin,15,10,22,15150,94188,0,1157
Senna,2,10,19,10488,30486,1,2037
Velkoz,6,4,9,10966,65024,0,2203
Velkoz,4,2,6,6541,28718,0,1169
Morgana,1,9,21,9766,37366,0,1026
Ezreal,10,11,32,15754,116571,1,1473
Nidalee,20,11,32,21589,86563,0,1835
Blitzcrank,0,3,5,4526,11552,0,1214
Seraphine,0,6,9,6265,18530,1,1533
Chogath,4,5,5,10000,22804,0,1237
Seraphine,3,14,1,7771,114741,0,1733
Ziggs,12,3,13,15926,230409,1,1866
Nami,2,9,12,8007,20877,0,1714
Lux,3,6,7,9710,111541,0,2004
Velkoz,10,11,29,15589,68418,0,1390
Strawberry_Aurora,0,0,0,5139,25523580,1,1236
Renata,4,6,31,13583,48957,1,1380
Strawberry_Aurora,0,1,0,160,255127,0,108
Strawberry_Briar,0,0,0,7122,26992578,1,1271
Strawberry_Illaoi,0,0,0,5589,26000598,1,1217
Strawberry_Leona,0,0,0,10228,31097416,1,1432
Strawberry_Seraphine,0,0,0,6750,26180342,1,1095
Strawberry_Seraphine,0,1,0,6022,22282358,0,1013
Strawberry_Seraphine,0,1,0,365,657163,0,157
Strawberry_Seraphine,0,1,0,29,20735,0,43
Strawberry_Seraphine,0,1,0,965,1798004,0,286
Strawberry_Seraphine,0,1,0,6823,26962018,0,1031
Strawberry_Seraphine,0,1,0,9248,25783260,0,1121
Strawberry_Seraphine,0,1,0,1064,2419717,0,319
Strawberry_Jinx,0,0,0,7906,27143280,1,1080
Strawberry_Jinx,0,1,0,871,1952667,0,302
Strawberry_Jinx,0,2,0,8423,26340670,0,1090
Strawberry_Jinx,0,2,0,8371,32733494,0,1064
Strawberry_Jinx,0,1,0,1003,3225703,0,319
Strawberry_Jinx,0,1,0,7560,28025192,0,988
Strawberry_Xayah,0,0,0,11348,33727916,1,959
Strawberry_Xayah,0,0,0,10477,30621590,1,942
Strawberry_Xayah,0,1,0,1172,1478837,0,294
Strawberry_Briar,0,0,0,5891,22188370,1,932
Strawberry_Briar,0,0,0,13934,40600712,1,1020
Strawberry_Yasuo,0,1,0,9508,32566338,1,1023
Strawberry_Yasuo,0,0,0,78,20109,0,67
Strawberry_Yasuo,0,4,0,1854,4241604,0,629
Strawberry_Xayah,0,1,0,1655,1524862,0,323
Strawberry_Xayah,0,1,0,204,39796,0,74
Strawberry_Yasuo,0,0,0,7281,21886888,1,956
Strawberry_Yasuo,0,0,0,5658,18780670,1,938
Strawberry_Xayah,0,1,0,4605,32236452,1,1002
Strawberry_Xayah,0,1,0,102,139766,0,118
Strawberry_Xayah,0,1,0,365,102015,0,118
Strawberry_Xayah,0,0,0,5288,30545502,1,937
Strawberry_Xayah,0,1,0,424,374978,0,186
Strawberry_Xayah,0,1,0,623,333523,0,188
Strawberry_Xayah,0,0,0,5420,22240050,1,945
Strawberry_Yasuo,0,0,0,5733,20789994,1,975
Strawberry_Yasuo,0,1,0,702,796358,0,253
Strawberry_Briar,0,2,0,2968,7663123,0,615
Strawberry_Briar,0,1,0,862,1645913,0,333
Strawberry_Briar,0,1,0,818,1586781,0,340
Strawberry_Seraphine,0,2,0,8644,24476686,1,1004
Strawberry_Leona,0,1,0,10372,27925294,1,1053
Strawberry_Jinx,0,2,0,4342,14745286,1,998
Strawberry_Jinx,0,2,0,1322,861748,0,290
Strawberry_Jinx,0,1,0,1571,1424955,0,339
Strawberry_Riven,0,1,0,3441,21495714,1,1160
Strawberry_Leona,0,1,0,1507,3250151,0,453
Strawberry_Briar,0,0,0,5173,25440466,1,987
Strawberry_Briar,0,1,0,848,1194047,0,369
Strawberry_Leona,0,0,0,4654,35017876,1,1028
Strawberry_Seraphine,0,0,0,19,10870,0,42
Strawberry_Illaoi,0,0,0,5497,20975498,1,1055
Strawberry_Aurora,0,1,0,3016,21598290,0,972
Strawberry_Riven,0,0,0,4656,19038202,1,1066
Strawberry_Briar,0,0,0,78,43968,0,83
Strawberry_Briar,0,0,0,2644,19493846,1,959
Strawberry_Aurora,0,1,0,1589,4802042,0,607
Strawberry_Aurora,0,0,0,134,56658,0,87
Strawberry_Leona,0,2,0,1822,3688152,0,492
Strawberry_Leona,0,3,0,789,894279,0,282
Strawberry_Leona,0,4,0,1500,3309541,0,501
Strawberry_Aurora,0,3,0,2056,1531734,0,396
Strawberry_Aurora,0,2,0,862,316677,0,251
Karma,2,10,15,10751,71562,0,2210
Strawberry_Leona,0,3,0,5385,8159099,1,1052
Strawberry_Leona,0,3,0,604,676070,0,427
Strawberry_Leona,0,1,0,555,374250,0,297
Strawberry_Leona,0,5,0,1871,1336228,0,550
Strawberry_Yasuo,0,6,0,5097,2509389,0,999
Strawberry_Yasuo,0,4,0,850,287798,0,390
Strawberry_Leona,0,5,0,1943,5278032,1,1031
Taliyah,10,12,31,16588,114044,0,1405
Nami,1,3,10,6323,18995,0,1512
Nami,0,4,7,5216,15787,0,1378
Brand,1,8,7,12462,317526,1,2278
Amumu,4,8,8,12238,255939,0,2131
Yorick,4,10,4,11780,158069,1,1745
Samira,12,0,0,13461,141999,0,1360
Nami,1,1,12,7476,28121,0,1360
Lillia,5,6,5,10816,228523,0,1689
Leona,2,7,7,7005,27707,0,1689
Soraka,0,0,11,4403,10718,1,953
Karma,4,6,17,11378,65682,1,2341
Nami,2,3,11,6319,17777,1,1163
Lux,11,10,49,19221,122892,1,1712
Renata,8,8,35,12873,31845,0,1146
Samira,6,9,4,13089,183537,0,1679
Pantheon,10,10,8,10704,44719,0,1679
Leona,1,3,5,5159,15642,0,1168
Elise,5,11,3,12806,32972,1,1275
Taric,2,7,10,12751,20331,1,1505
Pantheon,3,5,1,6750,20958,0,1292
Elise,6,11,11,13250,39386,1,1259
Pyke,0,6,4,6750,7783,0,1318
Sylas,5,7,7,10250,22709,0,1315
Neeko,5,11,8,9985,61393,0,1972
Karma,3,0,4,4918,14850,1,915
Nami,0,3,27,10863,37400,1,2461
Elise,4,5,7,12750,27555,1,1251
Nami,0,0,1,1527,2371,0,405
Ziggs,7,11,9,13825,59714,1,1370
Lulu,5,6,11,15500,10651,1,1509
Elise,14,5,6,16281,82579,1,1413
Senna,21,13,41,20081,88945,0,1496
Zyra,8,12,37,12880,78203,0,1193
Zac,3,9,9,7280,16439,0,751
Brand,15,14,35,17700,129143,0,1444
Syndra,14,14,29,17408,105183,0,1444
Nunu,10,8,15,12169,66379,0,945
Ziggs,3,3,5,10285,125648,1,1475
Senna,1,2,7,8043,48753,1,1475
Lillia,5,4,3,12789,333406,1,1850
Samira,14,7,5,16020,202248,1,1850
Yorick,5,11,3,10370,110632,0,1544
Pyke,7,4,10,9555,24696,0,1544
TahmKench,2,5,3,8154,67931,0,1373
Maokai,1,3,12,6907,20797,1,1522
Zyra,6,1,14,10166,97704,1,1704
TahmKench,6,8,10,8895,22741,0,736
Braum,2,8,29,13114,34542,0,1385
Sion,6,13,28,14753,59634,1,1337
Malzahar,7,6,5,10022,39204,0,1543
Zyra,9,9,38,13691,80168,0,1062
Lissandra,10,14,23,11607,45008,0,1062
Lux,7,6,21,11098,64580,1,927
Elise,5,2,12,10916,28682,1,927
TahmKench,8,9,27,13623,100448,0,1169
Sona,2,11,37,11320,21972,0,1169
Yuumi,3,1,28,10429,18996,1,2003
Velkoz,9,3,17,9594,30709,1,753
Nami,0,2,17,5934,16386,1,1168
Nami,2,2,18,10116,26478,1,1989
Nami,3,6,19,9024,23297,1,1721
Kayn,14,2,7,17696,413479,1,1813
Velkoz,9,2,21,11470,85956,1,1813
Veigar,13,7,29,15304,89354,1,1217
Vex,9,4,4,10260,37322,0,1119
Velkoz,12,8,3,11000,38508,0,1391
Taliyah,15,16,26,20169,145805,0,1718
Nami,3,7,10,13014,24335,1,1281
Ornn,3,8,32,9821,18377,1,905
Taliyah,15,4,38,13996,109490,1,905
Jinx,22,7,24,13260,43935,1,905
Karma,4,3,2,7529,89136,0,1270
Neeko,3,8,0,6756,14725,0,1213
Swain,3,7,12,15255,37790,1,1278
Soraka,2,5,6,7950,15178,0,1372
Rammus,2,7,5,7890,155135,0,1472
Yorick,4,7,4,9653,107025,0,1541
Amumu,0,0,2,4932,120793,1,928
Taliyah,3,8,2,7011,129413,0,1424
Seraphine,5,8,14,10140,60793,0,1990
Rell,0,8,25,8856,21793,1,1738
Brand,7,12,16,14819,91048,0,1481
Lucian,12,11,28,16395,77217,1,1476
MissFortune,10,7,30,13738,54087,1,1085
Zilean,11,6,40,16969,101571,1,1303
Elise,9,4,12,10070,26649,0,902
Veigar,5,8,3,10250,45221,0,1203
Veigar,13,3,8,13750,68371,1,1181
Lissandra,8,8,26,12418,91425,1,953
Jinx,17,8,38,16030,74974,1,1149
Caitlyn,1,6,11,9372,33390,0,1050
Caitlyn,20,9,22,17887,75909,0,1352
Shyvana,8,8,20,14024,78914,0,1179
Sivir,2,8,50,15552,105682,0,1423
Ezreal,4,7,16,10711,57958,0,928
Swain,2,6,3,7253,16495,0,1348
Lillia,1,6,7,7500,19954,0,1365
Brand,3,6,3,7355,38789,0,1392
Brand,8,10,5,10262,37656,0,1375
Ezreal,13,10,34,17369,98713,1,1611
Shaco,6,11,11,11393,38159,0,976
Thresh,9,10,35,14070,57487,1,1161
Morgana,14,10,3,16025,87938,1,1464
Zyra,6,5,6,10845,55210,1,1642
Lillia,1,6,4,7250,17232,0,1204
Rell,0,3,13,6512,17851,1,1279
Poppy,5,4,11,9319,35728,0,1932
Elise,14,7,28,16873,76525,1,1369
Velkoz,10,13,33,14870,89108,0,1212
Jinx,8,5,19,12289,52901,1,1113
Zyra,6,7,14,16647,63768,1,1391
Lillia,7,9,4,10316,72611,0,1245
Nunu,2,6,5,7251,13076,0,1183
Ahri,5,9,11,17782,71888,1,1545
Brand,17,1,9,19000,76905,1,1218
Veigar,5,9,6,10758,55827,0,1413
Brand,3,8,3,7255,46050,0,1257
Swain,1,6,1,6500,22932,0,1397
Morgana,10,6,11,13755,49499,1,1393
Nami,2,3,20,15200,23615,1,1351
Amumu,5,6,17,18250,48850,1,1437
Brand,19,4,3,14005,75839,1,1204
Sona,3,8,11,15008,33364,1,1337
Taliyah,6,5,8,13079,209990,0,1837
Lucian,5,8,23,12402,58085,0,1230
Veigar,4,9,16,10363,62465,0,992
Taliyah,12,11,28,16872,98733,0,1465
Nidalee,9,9,17,13604,41304,0,1267
Rakan,4,7,68,17637,30679,1,1588
Gragas,3,8,11,8361,25663,0,873
Ziggs,12,9,32,16845,144402,0,1482
Teemo,7,8,21,13295,39240,1,1240
Rakan,0,4,3,5009,14060,0,1355
Braum,0,3,4,3690,6499,0,945
Ashe,3,7,28,15866,64011,0,1697
Ivern,5,4,30,10960,19375,0,1044
Taliyah,7,7,22,11224,40379,1,996
Mordekaiser,20,15,37,21504,167900,0,1725
Elise,15,10,32,19916,105966,0,1725
Lillia,14,5,13,23744,314775,1,1918
Lillia,10,8,5,20164,195982,1,1918
Blitzcrank,20,8,7,21927,204763,1,1379
Blitzcrank,7,5,14,13298,93905,1,1379
Annie,11,11,13,11475,38745,0,889
Vi,6,14,9,9657,26780,0,889
Veigar,14,8,20,14717,146076,1,1028
Pantheon,13,11,12,13167,38728,1,1028
Jhin,21,6,9,16406,152325,0,1082
Janna,2,6,26,10619,32121,0,1082
Volibear,10,9,17,12809,72946,0,1081
Soraka,2,6,25,10165,8249,0,1081
Annie,22,12,20,17511,76285,1,1254
Volibear,2,11,22,12277,49385,1,1254
Samira,10,6,3,17062,232567,0,2315
Rell,2,7,12,9083,37802,0,2315
Braum,1,6,31,10332,22712,1,2099
Taliyah,17,12,43,19947,132337,1,1686
Taliyah,22,9,39,17511,118408,0,1213
Hwei,8,10,24,11722,35391,0,1130
TwistedFate,6,12,26,12661,62090,0,1142
Maokai,0,0,0,1712,1989,0,104
Nautilus,2,12,28,10857,41250,0,1112
Hwei,1,8,34,10287,38352,1,1027
Nunu,6,14,31,15097,78986,1,1428
Kaisa,7,11,19,15440,53016,1,1452
Nidalee,14,5,35,14694,50129,1,1013
Velkoz,18,11,29,19417,158589,0,1589
Taliyah,9,12,7,13795,228765,0,1810
Braum,3,11,11,8500,19844,0,1810
Senna,16,7,26,21196,293125,1,2507
Milio,4,7,40,13519,58065,1,2507
Senna,6,12,8,14340,173986,0,2281
Rakan,1,4,10,9408,36951,0,2281
Ziggs,5,20,5,13906,228386,0,2248
Pyke,16,13,10,14980,59982,0,2248
Karma,10,2,7,13542,171013,1,1687
Malphite,2,4,1,3629,26549,0,726
Karma,8,3,15,20143,363342,0,2839
TwistedFate,7,12,21,10437,48541,0,1005
Soraka,1,8,21,8465,9142,0,930
Kaisa,10,6,25,13899,52873,1,1092
Ahri,7,5,4,12518,178953,0,2072
Velkoz,2,7,11,9514,85986,0,2192
Soraka,1,4,50,12173,31931,1,1194
Caitlyn,10,6,11,12187,56959,0,919
Ezreal,8,10,18,13937,73664,0,1402
Blitzcrank,1,2,12,7217,19453,0,1719
Velkoz,3,6,9,8462,75221,0,1677
Velkoz,9,6,22,15478,123420,1,2395
Velkoz,2,3,10,7061,50383,0,1336
Senna,5,10,20,13937,122075,0,2287
Taric,3,5,10,7165,16962,0,1563
Kaisa,12,10,20,15165,63540,0,1228
Lucian,12,10,33,15046,66761,1,1256
Caitlyn,14,7,20,14032,46745,1,1126
Morgana,10,12,56,18436,79836,0,1627
Janna,5,8,47,15141,41828,1,1404
Blitzcrank,2,9,10,11882,25432,0,2881
Rakan,1,9,15,9655,29246,1,2102
Swain,6,15,32,17273,118177,0,1647
MissFortune,5,7,26,11668,37937,1,1032
Leona,3,9,27,12736,33430,1,1165
Morgana,9,3,41,14251,54025,1,1025
Malphite,3,8,6,9666,111563,0,1956
Anivia,10,4,29,13668,51939,1,1104
Teemo,4,8,20,9695,26470,1,920
Renata,8,9,31,14007,61967,0,1322
Ashe,8,11,32,13402,50724,1,1233
Taliyah,18,9,36,17432,83514,1,1323
Lillia,13,8,15,13571,55573,0,1072
Vex,4,14,24,13170,64199,1,1314
Velkoz,21,5,32,17165,100584,1,1211
Ziggs,10,7,39,18232,175840,1,1406
Lulu,1,4,44,10829,17576,1,1036
Taric,0,6,8,5702,16670,0,1400
Blitzcrank,1,4,12,7813,20750,1,1787
Maokai,0,5,6,5863,21149,0,1475
Taliyah,7,14,30,16331,82901,1,1576
Caitlyn,6,6,19,10963,32562,1,909
Ziggs,11,7,39,16168,128260,1,1337
Vex,13,9,35,14704,92843,1,1109
Jhin,15,7,31,14540,57232,1,1091
Syndra,29,13,25,22296,182620,0,1591
Blitzcrank,1,8,12,8658,25906,0,1970
Camille,9,10,15,14576,76064,1,1113
Ahri,13,7,15,17276,137236,1,1113
Sona,4,12,27,12709,53641,1,1113
Malzahar,5,14,12,15490,111979,0,1125
Morgana,10,5,19,16258,124661,0,1125
Lux,12,10,14,16427,102442,0,1125
Mordekaiser,10,10,3,16676,125891,1,1349
Smolder,11,6,9,22242,311232,1,1349
Veigar,10,8,5,21236,212620,1,1349
Kindred,7,14,11,15985,115957,1,1293
Viktor,28,0,6,27364,314493,1,1293
Nautilus,1,12,15,12612,41085,1,1293
Urgot,11,9,9,21170,343913,0,2728
Karma,7,8,10,18791,329897,0,2728
Urgot,11,3,1,14019,166479,1,1269
Karma,4,3,5,8764,93148,1,1269
Darius,4,3,3,12367,172998,0,1875
Poppy,5,8,6,10591,159335,0,1875
Blitzcrank,2,3,16,7948,31373,1,1462
TwistedFate,5,6,29,11643,73307,1,1084
Ashe,6,7,26,10727,26670,0,1032
Kaisa,15,8,23,16601,100710,0,1305
Maokai,11,14,42,18777,101145,0,1654
Blitzcrank,2,11,27,12555,29290,1,2424
Blitzcrank,0,0,5,4248,10773,1,924
Lulu,3,5,30,9580,23065,1,919
Nidalee,23,9,37,20964,135391,0,1676
MissFortune,8,7,18,10862,57804,1,854
Nautilus,3,13,33,11923,33246,0,1281
Renata,4,11,46,16524,67753,1,1606
Caitlyn,14,6,14,14633,61320,0,1212
Jinx,11,5,22,14098,66756,1,1111
Nidalee,19,5,36,18284,78268,1,1508
Taliyah,8,7,21,10437,44288,1,971
Illaoi,2,9,1,12701,229332,0,2019
Illaoi,6,7,3,11991,177563,1,1716
Malphite,3,8,1,8993,84067,1,1409
Seraphine,8,19,56,20135,126869,0,1959
Rakan,6,10,61,15052,27374,1,1434
Soraka,1,3,32,10572,12017,1,1072
Zyra,15,9,28,20494,162955,1,1653
Taliyah,23,9,16,20559,107614,1,1548
Ashe,0,6,5,14798,63243,1,1784
Renata,2,6,26,9485,32656,0,927
Taric,2,6,20,8904,25552,0,890
Leona,6,13,32,13142,72156,0,1229
Ashe,3,5,43,12531,37915,1,1198
Maokai,4,5,18,11116,77651,0,2101
Teemo,5,11,27,21980,156456,0,2155
Sivir,10,9,27,13270,69669,0,1063
Taliyah,17,8,22,17241,85050,1,1286
Ezreal,0,1,0,1964,2356,0,135
Warwick,5,13,13,10863,19854,0,1169
Morgana,6,5,21,10675,30313,0,887
Yuumi,4,2,35,10876,21631,0,940
Janna,1,5,12,7623,23782,0,1879
Maokai,1,7,5,5992,22881,0,1354
Soraka,4,7,59,11633,13545,1,1110
Rell,3,9,43,11822,22088,0,1173
Zac,13,8,21,12174,30675,1,969
Taric,2,5,23,9570,14356,0,1006
Vex,22,7,38,20890,158172,0,1533
Pyke,19,13,23,18151,34171,1,1507
Viktor,3,5,3,9621,77937,1,722
Leona,4,6,1,7328,17168,1,722
Aatrox,8,8,2,17866,284360,1,2780
Udyr,6,13,13,13882,204326,0,2268
RekSai,2,5,0,4906,61497,0,912
Darius,2,15,4,8299,90613,0,1602
Aatrox,5,4,1,8998,91422,1,1295
Rammus,3,9,27,17759,432561,1,3056
Morgana,2,9,15,8538,35489,1,1770
Volibear,4,10,15,14002,320525,0,2332
Kindred,7,4,10,13753,326550,1,1980
Chogath,0,4,0,5735,86640,1,1160
Aatrox,10,5,12,15226,221013,1,1987
Aatrox,6,5,4,9562,120232,0,1444
Volibear,8,8,6,10676,173668,0,1903
Aatrox,9,4,4,12593,140507,1,1784
Mordekaiser,4,14,8,11180,220762,0,2225
Sett,4,8,3,7268,32882,0,1558
Trundle,7,7,3,10000,77693,0,1423
Briar,1,3,0,4313,80621,0,916
Darius,2,5,0,5336,42213,0,955
Sett,5,8,5,10250,56468,0,1616
Kindred,9,5,3,10500,57642,1,1608
Mordekaiser,2,12,3,8815,102814,0,1734
Mordekaiser,4,2,3,10490,109888,1,1354
Xerath,1,12,6,11655,179075,0,2138
Urgot,3,13,0,11197,195880,0,2119
Kindred,23,10,13,22309,443720,0,2554
Kayn,3,4,6,11811,308771,1,1903
Mordekaiser,3,6,0,12565,173462,1,1763
Kindred,12,7,10,18333,471389,1,2320
Veigar,11,6,7,14292,155595,1,1863
Chogath,12,2,1,14152,154633,1,1867
Ornn,4,5,7,11850,139890,0,1898
Mordekaiser,15,4,6,15198,187467,1,1671
Blitzcrank,0,0,0,577,43,1,132
Chogath,0,3,0,4658,53727,1,936
Aatrox,2,2,4,7203,76257,1,1185
Rammus,5,4,5,8257,131102,0,1503
Mordekaiser,11,12,1,16482,252284,0,2320
Kindred,16,3,5,13116,217743,1,1623
Neeko,7,8,4,17241,141577,0,1357
Amumu,5,12,3,14787,146237,0,1203
Mordekaiser,12,10,1,17882,253163,1,2403
Aatrox,0,5,1,7566,116237,0,1617
Milio,0,3,9,10558,48412,0,1165
Lillia,4,5,1,13068,93617,1,1054
Kassadin,1,13,2,7037,33729,0,722
Shyvana,5,6,9,10848,235083,1,1690
Seraphine,4,6,30,12715,47188,1,2103
Xerath,9,9,10,11816,79229,0,1076
Heimerdinger,8,11,10,16652,134475,1,1307
Yorick,0,15,0,9671,116286,0,2113
Mordekaiser,11,15,6,15871,213666,0,2067
Chogath,3,0,0,7149,66008,1,925
Darius,11,7,1,14297,170259,0,1950
Braum,1,14,14,7520,16613,0,2019
Braum,0,0,0,529,256,1,122
Blitzcrank,3,1,10,8398,24538,1,1642
Xerath,8,8,12,12140,78707,1,2280
Aatrox,10,6,2,14693,195964,1,1762
AurelionSol,17,14,24,16108,80366,1,1288
Aatrox,11,7,6,16116,181064,1,1882
Illaoi,8,8,7,14161,256335,1,2006
Kayle,0,10,8,12438,181426,0,1943
Yuumi,3,6,26,11338,18163,0,1248
Gragas,3,12,4,13270,171996,0,2520
Aatrox,7,10,3,16474,265522,0,2366
Mordekaiser,15,15,8,21699,387077,1,3073
Akali,14,4,1,12953,111492,1,1695
TahmKench,7,5,6,12357,125619,1,2080
Aatrox,2,6,3,9272,134444,1,1520
Morgana,2,10,12,8585,44673,0,1934
Morgana,1,8,2,8269,58314,0,1848
Gwen,3,7,0,10290,180969,0,1887
Yorick,7,6,0,12514,159228,0,1550
Kindred,2,2,0,5055,106526,1,913
Illaoi,9,4,5,12673,169601,1,1584
Chogath,15,7,7,19460,270283,1,2462
Illaoi,1,6,0,5342,73030,0,1062
Mordekaiser,7,9,3,13967,182724,0,1832
Pyke,11,10,15,13449,49201,0,1992
Morgana,0,0,0,500,343,1,108
Blitzcrank,2,6,3,6797,17018,0,1838
Thresh,0,0,5,3823,14225,1,941
Nasus,4,3,5,9311,118628,0,1616
Aatrox,13,2,4,17149,216968,1,1773
Sett,5,8,3,11972,158685,0,1770
Aurora,1,6,1,7594,99916,0,1465
Aatrox,8,9,3,11063,122498,0,1570
Mordekaiser,8,6,2,14752,183366,1,2023
Kayle,11,9,1,15891,202633,1,1870
Darius,20,6,10,21328,256173,1,2606
Darius,11,4,7,18153,253013,1,2376
Mordekaiser,22,5,7,21217,271399,1,2173
Mordekaiser,12,4,4,14876,175208,1,1812
Mordekaiser,17,11,1,22010,339474,0,2406
Aatrox,6,7,5,14356,197608,1,2004
Darius,12,13,4,15649,150591,0,2255
Caitlyn,18,9,8,18744,207869,0,2271
Lillia,5,1,0,6786,69078,1,992
Kayn,6,15,9,13325,309488,0,2292
Illaoi,14,0,1,12633,136366,1,1183
Illaoi,0,0,0,506,733,0,112
Kayle,13,2,3,12450,116931,1,1297
Chogath,9,4,1,10559,114714,0,1259
Aphelios,4,9,0,7444,56040,0,1217
Darius,11,9,3,13916,140787,0,1793
Yuumi,0,4,1,4159,10053,0,1263
Aatrox,5,15,6,13799,195364,0,2374
Aatrox,8,14,3,14573,186033,0,2388
Mordekaiser,9,7,3,15421,203551,1,2069
Mordekaiser,7,6,10,11631,74932,1,1896
Mordekaiser,19,7,3,20517,274511,1,2186
Morgana,1,8,7,7035,31451,0,1653
Blitzcrank,0,0,0,500,0,1,108
Malphite,2,3,3,11131,144594,0,1773
Smolder,6,2,6,10428,147857,1,1471
Aurora,2,4,0,7279,92790,0,1406
Darius,15,0,2,15406,150390,1,1385
Zoe,15,17,3,14126,103969,0,2303
Aatrox,13,2,6,14109,165785,1,1890
Kayn,11,5,8,15238,346656,1,2133
Darius,29,6,11,24429,267208,1,2384
Aatrox,0,0,0,501,87,1,110
Rammus,3,5,4,8549,153909,0,1718
Skarner,5,11,20,11988,47513,0,1234
Mordekaiser,11,3,2,14659,158031,1,1510
MissFortune,1,7,1,5528,43862,0,1172
Kaisa,0,2,2,4768,44147,0,943
Varus,4,3,7,10895,131321,1,1854
Pyke,7,7,8,11097,27681,1,1958
Kaisa,7,5,7,19257,347025,1,2645
Malzahar,12,5,9,15214,147421,1,1876
